timestamp,tbs_sum
1617641021.9930317,1593048.0
1617641023.0000699,2044768.0
1617641024.04636,2311808.0
1617641025.015146,2188848.0
1617641026.0094059,1775824.0
1617641027.0479426,2230104.0
1617641027.9854906,2058776.0
1617641028.971896,2041696.0
1617641030.0082693,1860552.0
1617641031.0100238,1780576.0
1617641031.9761257,2160016.0
1617641033.057273,2196024.0
1617641033.9912872,1623320.0
1617641034.9942172,1746984.0
1617641035.9983609,1845240.0
1617641037.3725958,716112.0
1617641038.0235698,2380672.0
1617641039.062423,1898424.0
1617641040.0166936,2584392.0
1617641040.9707596,2197936.0
1617641042.021675,2528784.0
1617641043.0571673,2548104.0
1617641044.03796,2326936.0
1617641044.9973962,2377872.0
1617641045.981531,2054504.0
1617641047.0088909,2357512.0
1617641048.0124667,2373352.0
1617641048.992362,2803360.0
1617641049.9303622,2242456.0
1617641051.0082011,1838520.0
1617641052.0133402,2194640.0
1617641053.037172,2352664.0
1617641054.035413,1922848.0
1617641055.0821931,1951264.0
1617641056.0463047,1867128.0
1617641057.0357661,2286168.0
1617641057.9893572,1918616.0
1617641059.0650606,2269912.0
1617641059.975837,2347760.0
1617641061.0307376,2389264.0
1617641062.0106702,1908696.0
1617641063.0158155,2381984.0
1617641064.0274298,2214064.0
1617641064.9629672,2301296.0
1617641066.0433578,1948720.0
1617641067.046679,2247696.0
1617641067.9922314,2322472.0
1617641068.9826643,2738360.0
1617641070.072509,2535872.0
1617641070.98262,2379360.0
1617641071.985587,2219720.0
1617641073.0015945,2286504.0
1617641073.9763975,2143008.0
1617641075.011145,1724264.0
1617641076.0872183,3629112.0
1617641076.992558,4653432.0
1617641078.0199575,4859368.0
1617641079.007764,5652872.0
1617641079.982375,6110376.0
1617641081.0077646,5480856.0
1617641082.00471,5470000.0
1617641083.0304427,5988664.0
1617641084.0241628,5538688.0
1617641085.0280535,2417608.0
1617641085.9739356,2311504.0
1617641087.024865,2929128.0
1617641087.9999995,3631480.0
1617641088.98839,3870552.0
1617641089.9561317,2748160.0
1617641091.0270376,2219136.0
1617641092.0211086,2207288.0
1617641093.0365324,2219992.0
1617641093.9974892,1763776.0
1617641095.072545,2237136.0
1617641096.0181437,3364280.0
1617641097.0124788,3692152.0
1617641098.0382535,3781664.0
1617641099.0283337,2351896.0
1617641099.9758952,2280984.0
1617641101.0677762,2885792.0
1617641102.0401194,3738400.0
1617641103.0319233,3030056.0
1617641104.0469532,3190960.0
1617641104.9715285,3302912.0
1617641106.0366461,2594784.0
1617641107.0265777,2003264.0
1617641107.9929519,2221128.0
1617641109.009482,2596832.0
1617641110.0101905,2594104.0
1617641110.98766,2502936.0
1617641111.9772573,1683960.0
1617641113.035017,2088848.0
1617641114.040171,1776904.0
1617641115.0327451,1853872.0
1617641116.0344188,1872704.0
1617641116.985675,2247288.0
1617641118.0226827,1851944.0
1617641119.018461,1630512.0
1617641120.0919726,1736264.0
1617641120.9886198,2036704.0
1617641121.986898,1581816.0
1617641122.9837337,1807240.0
1617641124.0004547,1688696.0
1617641125.0185728,2099488.0
1617641126.0010576,1570488.0
1617641127.05355,1722920.0
1617641127.9976523,2004840.0
1617641128.9563432,1985456.0
1617641130.0186996,1390832.0
1617641131.0310044,1575080.0
1617641132.021825,1851312.0
1617641132.9974303,1891384.0
1617641134.0112107,1572248.0
1617641135.0212026,1812848.0
1617641136.01722,1483528.0
1617641137.0209308,1661016.0
1617641138.0392916,1447744.0
1617641139.0088422,1630096.0
1617641140.0287263,1873424.0
1617641140.995317,1872080.0
1617641142.0340476,1540648.0
1617641142.9872816,1681848.0
1617641144.0065067,1540592.0
1617641145.0327334,1955568.0
1617641146.004151,1606408.0
1617641147.0330875,1345136.0
1617641147.9853468,1037624.0
1617641149.0029705,867464.0
1617641150.017237,901616.0
1617641150.9968793,941704.0
1617641152.0290446,837312.0
1617641153.0144434,880224.0
1617641154.0110621,985184.0
1617641155.0340216,1014984.0
1617641156.004338,1178096.0
1617641157.0224195,977664.0
1617641158.0307271,1250976.0
1617641158.9608524,1184184.0
1617641160.0582736,1299176.0
1617641161.0348837,1238504.0
1617641161.991416,928752.0
1617641163.0225163,917416.0
1617641164.0072556,1168640.0
1617641164.9941287,1141168.0
1617641166.0204494,924224.0
1617641167.0645163,1303592.0
1617641167.9893625,1076800.0
1617641169.0393744,870080.0
1617641170.032912,935680.0
1617641171.0176022,1031016.0
1617641171.9699278,1075304.0
1617641173.03709,979456.0
1617641174.0314744,1030320.0
1617641175.0247974,832168.0
1617641176.0532033,898360.0
1617641177.0212178,993464.0
1617641177.9929082,1284416.0
1617641178.940269,1171752.0
1617641180.0640037,872616.0
1617641180.9579365,1167824.0
1617641182.03282,992192.0
1617641182.9849172,1108080.0
1617641184.0519147,1564520.0
1617641185.0232406,1556448.0
1617641185.9579194,1287944.0
1617641187.0042958,1011472.0
1617641187.9931796,944784.0
1617641188.9963431,1084560.0
1617641190.017671,822888.0
1617641190.9826229,838648.0
1617641192.0248039,1052784.0
1617641193.0422728,1001832.0
1617641193.9707665,1041760.0
1617641195.004183,1091000.0
1617641195.9899921,1178016.0
1617641197.0221388,1340744.0
1617641197.99469,1037272.0
1617641198.994889,861288.0
1617641200.02086,1173664.0
1617641200.9708192,945448.0
1617641202.005186,788160.0
1617641203.0250523,902440.0
1617641204.012624,889512.0
1617641205.013585,982888.0
1617641206.076627,1052480.0
1617641206.935104,985320.0
1617641207.9915285,832152.0
1617641209.0537503,804888.0
1617641210.0176885,1065736.0
1617641211.0594194,1040584.0
1617641211.9633896,1483416.0
1617641213.0328357,963904.0
1617641214.0020874,685272.0
1617641215.0097523,953488.0
1617641216.0195708,885528.0
1617641216.990557,918960.0
1617641217.931283,730648.0
1617641219.085159,732352.0
1617641219.9223964,782256.0
1617641220.958112,856760.0
1617641222.0532763,766424.0
1617641223.0063198,1049640.0
1617641224.0638053,998256.0
1617641225.0400052,1083920.0
1617641226.102972,2103592.0
1617641226.9654741,2047168.0
1617641228.07571,812584.0
1617641229.0323641,838560.0
1617641229.9991305,969480.0
1617641231.020339,1150312.0
1617641231.9455462,1067320.0
1617641233.0433648,1263736.0
1617641234.048489,1512144.0
1617641235.035882,1061624.0
1617641236.0086424,1227296.0
1617641236.9291573,1268928.0
1617641238.0033112,1039456.0
1617641239.053739,1392320.0
1617641240.0047238,995888.0
1617641241.0656028,1027912.0
1617641241.933564,972984.0
1617641243.0436895,1038824.0
1617641244.0374424,754368.0
1617641245.1150346,1045576.0
1617641245.9379816,976568.0
1617641247.030085,813400.0
1617641247.9705465,1378944.0
1617641248.9847205,987080.0
1617641249.9743917,942808.0
1617641251.0062177,978504.0
1617641251.983953,1219576.0
1617641252.9841511,837088.0
1617641254.1032226,1010192.0
1617641254.982013,1708688.0
1617641256.0463684,1427728.0
1617641257.0012465,1642296.0
1617641257.9573,1571240.0
1617641259.0793982,1244488.0
1617641260.0267463,1441472.0
1617641260.99851,1203936.0
1617641262.091333,1691128.0
1617641262.9685404,1242576.0
1617641264.0097935,1038704.0
1617641265.0151591,1269952.0
1617641266.0252616,1351984.0
1617641267.0051632,1193776.0
1617641267.9780107,1123000.0
1617641269.0088234,1040152.0
1617641269.9440467,838304.0
1617641271.0261533,1185192.0
1617641271.97722,942768.0
1617641272.9647188,1024152.0
1617641274.0519845,872672.0
1617641274.9887354,794880.0
1617641276.0340548,942080.0
1617641277.0399828,1348400.0
1617641278.0198572,1496904.0
1617641278.9875019,1316280.0
1617641280.0695336,1611216.0
1617641281.0136702,1868392.0
1617641282.0344799,1912792.0
1617641283.0052712,1978968.0
1617641283.980864,1490456.0
1617641285.0214055,1302072.0
1617641286.0527706,1818176.0
1617641286.9323218,1835968.0
1617641288.0371199,1547504.0
1617641289.0032585,8834896.0
1617641290.032063,1662128.0
1617641291.0124483,1212368.0
1617641292.043828,1234520.0
1617641293.0146866,1478264.0
1617641293.974994,1428528.0
1617641294.9632456,1340024.0
1617641296.050158,1609016.0
1617641296.9791343,1439416.0
1617641298.011563,1645872.0
1617641299.0128152,1521136.0
1617641300.0084321,1209208.0
1617641301.0252693,1328064.0
1617641302.0183427,1334632.0
1617641302.991263,1356496.0
1617641304.0541334,1339848.0
1617641305.0318296,1391504.0
1617641306.0522099,1593624.0
1617641307.0143747,1582032.0
1617641307.9765565,1936352.0
1617641309.00003,1914768.0
1617641310.0688353,1411840.0
1617641311.0246735,1686816.0
1617641311.9920552,1890784.0
1617641313.0391436,1615024.0
1617641313.9700365,1418032.0
1617641314.987519,1872936.0
1617641315.9999855,1402632.0
1617641316.9869432,1284872.0
1617641318.0235107,1289112.0
1617641319.0658584,1342984.0
1617641320.058596,1256808.0
1617641321.0790737,1493616.0
1617641321.9559376,1697008.0
1617641323.0834153,3260400.0
1617641323.9641051,2890704.0
1617641324.9957848,1327056.0
1617641326.0674078,1494096.0
1617641326.9788237,1588400.0
1617641328.018247,1564672.0
1617641328.9928741,1424672.0
1617641329.9190052,1391520.0
1617641331.036053,1779512.0
1617641332.0469434,1622632.0
1617641333.0253031,1938552.0
1617641334.030511,1738864.0
1617641334.971559,4656088.0
1617641335.9919643,4702128.0
1617641337.0096269,7704560.0
1617641338.030452,3841968.0
1617641338.954071,2831008.0
1617641339.9209712,1338632.0
1617641341.064579,1496704.0
1617641341.9653084,2063728.0
1617641343.0205085,2202056.0
1617641344.0070941,1794368.0
1617641345.0422885,2207320.0
1617641346.006244,2059336.0
1617641347.0125148,2014832.0
1617641347.9991314,1354008.0
1617641349.010288,1142360.0
1617641350.0256283,2069832.0
1617641351.0802383,1491632.0
1617641351.9784734,1207432.0
1617641353.0758593,1156144.0
1617641353.9887512,1358016.0
1617641354.9890075,1261000.0
1617641356.0379715,1476760.0
1617641357.0359085,1521120.0
1617641358.0718656,1359400.0
1617641359.0024385,2439296.0
1617641360.033449,1972016.0
1617641360.9666605,2567768.0
1617641362.025894,1760608.0
1617641362.9834201,1787024.0
1617641364.0510523,1519544.0
1617641365.0538924,2062896.0
1617641365.9600508,1877720.0
1617641366.9957278,1674040.0
1617641368.025546,1700640.0
1617641368.9892395,1533032.0
1617641369.9965537,1472200.0
1617641371.0476155,1544280.0
1617641372.057436,1997552.0
1617641373.0079782,2240056.0
1617641373.9808104,2241712.0
1617641374.9668596,1825560.0
1617641376.016402,1841896.0
1617641377.0009203,2104960.0
1617641378.0206964,1933600.0
1617641379.0647576,4994440.0
1617641380.0287724,14331792.0
1617641380.9423625,4423560.0
1617641382.0174453,1776616.0
1617641382.9696422,5867904.0
1617641384.0583947,4660152.0
1617641385.0732865,9573912.0
1617641385.998347,7775880.0
1617641386.9475331,2454264.0
1617641387.9939265,2583296.0
1617641388.996772,2750784.0
1617641390.010829,2421536.0
1617641391.0565882,2102256.0
1617641392.0356202,3562784.0
1617641392.9996474,2705440.0
1617641393.9952633,5213856.0
1617641395.0228672,2391776.0
1617641396.006612,2357208.0
1617641397.004466,4188720.0
1617641397.981011,2368032.0
1617641399.0210152,6082016.0
1617641400.0014677,4322992.0
1617641401.0188181,1557816.0
1617641402.0476165,2222080.0
1617641402.9729114,1828424.0
1617641404.0243833,1881640.0
1617641405.0494213,2177936.0
1617641405.9764514,2154728.0
1617641407.0237255,1654736.0
1617641408.0347538,1933896.0
1617641409.041253,2113488.0
1617641410.0023186,2164992.0
1617641411.016034,2113744.0
1617641412.0416849,2021928.0
1617641412.966814,1779816.0
1617641414.0117316,1760216.0
1617641415.0265255,1671320.0
1617641416.0285413,1654232.0
1617641416.9767354,1649968.0
1617641418.062252,1728056.0
1617641418.9916496,2319560.0
1617641419.9585798,1984064.0
1617641421.0354059,1910000.0
1617641422.0379531,2315336.0
1617641422.9724278,1767016.0
1617641424.0060472,1557560.0
1617641425.0210097,1598448.0
1617641426.0527947,1794736.0
1617641427.010339,2507392.0
1617641428.0160956,1442008.0
1617641429.0072296,1918312.0
1617641430.0059094,1869640.0
1617641431.0062716,1721040.0
1617641431.987357,1927360.0
1617641433.0239313,1907448.0
1617641434.0123065,1712512.0
1617641434.9891179,1971720.0
1617641436.0089855,1890776.0
1617641437.0166206,1735720.0
1617641437.9505286,1428704.0
1617641439.0026238,1776752.0
1617641439.9879694,1377536.0
1617641441.0245028,1331032.0
1617641441.9393256,939992.0
1617641443.0836537,1082416.0
1617641443.9696324,1072248.0
1617641445.0209453,1239120.0
1617641446.005229,1481336.0
1617641447.0105233,1401464.0
1617641447.9674175,1439056.0
1617641449.0584154,1834288.0
1617641450.041895,1637864.0
1617641451.0190382,1555296.0
1617641451.9946852,1603624.0
1617641453.0039191,1584672.0
1617641454.012272,1490624.0
1617641455.0081036,1252000.0
1617641455.9775684,1449048.0
1617641457.039209,1546520.0
1617641458.0162,3020544.0
1617641459.0805113,1560432.0
1617641459.963605,1228080.0
1617641461.0590968,1446096.0
1617641461.981843,1676136.0
1617641463.0269282,1699136.0
1617641464.0036125,1427648.0
1617641465.0015092,1995464.0
1617641465.9598994,1593088.0
1617641466.9915912,1369408.0
1617641468.0560071,1118752.0
1617641469.053354,2034888.0
1617641469.9257388,1373520.0
1617641471.0496404,1443608.0
1617641471.9281309,1537952.0
1617641473.0222921,1635360.0
1617641474.0247896,1426144.0
1617641475.0318255,1927464.0
1617641475.9826133,1305296.0
1617641477.0588472,2881576.0
1617641478.0088549,1084784.0
1617641479.0675972,1229680.0
1617641479.96157,2778136.0
1617641481.0713258,1317616.0
1617641482.0375626,4619816.0
1617641482.990861,1892520.0
1617641484.0083473,1625688.0
1617641485.0308135,1806160.0
1617641486.0277734,1279672.0
1617641487.0170844,1698928.0
1617641487.997415,2129800.0
1617641488.9725485,2020760.0
1617641489.9699624,1869616.0
1617641491.0013843,2054032.0
1617641492.0029078,1690152.0
1617641493.0066335,1624792.0
1617641494.051629,3627272.0
1617641494.9963675,1462544.0
1617641496.0227237,1312544.0
1617641497.032457,1299608.0
1617641498.0471246,1217280.0
1617641499.0460532,1991104.0
1617641499.918164,1445752.0
1617641501.0447955,2177600.0
1617641501.9209712,2154784.0
1617641503.0164444,1141952.0
1617641504.0365436,1144984.0
1617641504.9883065,1291168.0
1617641506.0094628,1127904.0
1617641507.0059748,1344928.0
1617641508.0102649,1134736.0
1617641509.0297635,1623232.0
1617641509.9784389,1307288.0
1617641511.027892,1198512.0
1617641511.9912949,973528.0
1617641513.0231807,1074680.0
1617641514.0202317,1156496.0
1617641514.9717278,1320576.0
1617641516.0283005,1387536.0
1617641517.0467288,2285736.0
1617641517.9963262,1323480.0
1617641518.999759,1391472.0
1617641520.0228553,1383216.0
1617641520.992524,1132120.0
1617641521.972735,1358296.0
1617641523.029566,1598536.0
1617641523.9648926,1209856.0
1617641525.0033355,1599048.0
1617641525.9803698,1563096.0
1617641527.001736,1333848.0
1617641528.0260854,1408776.0
1617641529.0130656,1220392.0
1617641530.069313,1268112.0
1617641531.019557,1608984.0
1617641531.9844923,1395568.0
1617641533.0700424,2873032.0
1617641534.0308645,2183520.0
1617641535.0059245,2822680.0
1617641536.0106394,1202296.0
1617641537.0195258,1458720.0
1617641538.070524,1191032.0
1617641539.0260837,1640376.0
1617641540.0348587,1710528.0
1617641540.947868,2426456.0
